val\COCO_val2014_000000000133.jpg	maps\val\COCO_val2014_000000000133.png
val\COCO_val2014_000000039589.jpg	maps\val\COCO_val2014_000000039589.png
val\COCO_val2014_000000039663.jpg	maps\val\COCO_val2014_000000039663.png
val\COCO_val2014_000000039718.jpg	maps\val\COCO_val2014_000000039718.png
val\COCO_val2014_000000039769.jpg	maps\val\COCO_val2014_000000039769.png
val\COCO_val2014_000000039811.jpg	maps\val\COCO_val2014_000000039811.png
val\COCO_val2014_000000039852.jpg	maps\val\COCO_val2014_000000039852.png
val\COCO_val2014_000000040426.jpg	maps\val\COCO_val2014_000000040426.png
val\COCO_val2014_000000040497.jpg	maps\val\COCO_val2014_000000040497.png
val\COCO_val2014_000000040602.jpg	maps\val\COCO_val2014_000000040602.png
val\COCO_val2014_000000040681.jpg	maps\val\COCO_val2014_000000040681.png
val\COCO_val2014_000000041110.jpg	maps\val\COCO_val2014_000000041110.png
val\COCO_val2014_000000041247.jpg	maps\val\COCO_val2014_000000041247.png
val\COCO_val2014_000000041279.jpg	maps\val\COCO_val2014_000000041279.png
val\COCO_val2014_000000041507.jpg	maps\val\COCO_val2014_000000041507.png
val\COCO_val2014_000000041603.jpg	maps\val\COCO_val2014_000000041603.png
val\COCO_val2014_000000041923.jpg	maps\val\COCO_val2014_000000041923.png
val\COCO_val2014_000000042091.jpg	maps\val\COCO_val2014_000000042091.png
val\COCO_val2014_000000042260.jpg	maps\val\COCO_val2014_000000042260.png
val\COCO_val2014_000000042399.jpg	maps\val\COCO_val2014_000000042399.png
val\COCO_val2014_000000042408.jpg	maps\val\COCO_val2014_000000042408.png
val\COCO_val2014_000000042482.jpg	maps\val\COCO_val2014_000000042482.png
val\COCO_val2014_000000042492.jpg	maps\val\COCO_val2014_000000042492.png
val\COCO_val2014_000000042641.jpg	maps\val\COCO_val2014_000000042641.png
val\COCO_val2014_000000042953.jpg	maps\val\COCO_val2014_000000042953.png
val\COCO_val2014_000000043092.jpg	maps\val\COCO_val2014_000000043092.png
val\COCO_val2014_000000043170.jpg	maps\val\COCO_val2014_000000043170.png
val\COCO_val2014_000000043243.jpg	maps\val\COCO_val2014_000000043243.png
val\COCO_val2014_000000043261.jpg	maps\val\COCO_val2014_000000043261.png
val\COCO_val2014_000000043286.jpg	maps\val\COCO_val2014_000000043286.png
val\COCO_val2014_000000043305.jpg	maps\val\COCO_val2014_000000043305.png
val\COCO_val2014_000000043345.jpg	maps\val\COCO_val2014_000000043345.png
val\COCO_val2014_000000043375.jpg	maps\val\COCO_val2014_000000043375.png
val\COCO_val2014_000000043561.jpg	maps\val\COCO_val2014_000000043561.png
val\COCO_val2014_000000043670.jpg	maps\val\COCO_val2014_000000043670.png
val\COCO_val2014_000000043673.jpg	maps\val\COCO_val2014_000000043673.png
val\COCO_val2014_000000043851.jpg	maps\val\COCO_val2014_000000043851.png
val\COCO_val2014_000000043944.jpg	maps\val\COCO_val2014_000000043944.png
val\COCO_val2014_000000043961.jpg	maps\val\COCO_val2014_000000043961.png
val\COCO_val2014_000000044054.jpg	maps\val\COCO_val2014_000000044054.png
val\COCO_val2014_000000044136.jpg	maps\val\COCO_val2014_000000044136.png
val\COCO_val2014_000000044171.jpg	maps\val\COCO_val2014_000000044171.png
val\COCO_val2014_000000044263.jpg	maps\val\COCO_val2014_000000044263.png
val\COCO_val2014_000000044269.jpg	maps\val\COCO_val2014_000000044269.png
val\COCO_val2014_000000044347.jpg	maps\val\COCO_val2014_000000044347.png
val\COCO_val2014_000000044621.jpg	maps\val\COCO_val2014_000000044621.png
val\COCO_val2014_000000044934.jpg	maps\val\COCO_val2014_000000044934.png
val\COCO_val2014_000000044950.jpg	maps\val\COCO_val2014_000000044950.png
val\COCO_val2014_000000045094.jpg	maps\val\COCO_val2014_000000045094.png
val\COCO_val2014_000000045197.jpg	maps\val\COCO_val2014_000000045197.png
val\COCO_val2014_000000045229.jpg	maps\val\COCO_val2014_000000045229.png
val\COCO_val2014_000000045248.jpg	maps\val\COCO_val2014_000000045248.png
val\COCO_val2014_000000045406.jpg	maps\val\COCO_val2014_000000045406.png
val\COCO_val2014_000000045463.jpg	maps\val\COCO_val2014_000000045463.png
val\COCO_val2014_000000045550.jpg	maps\val\COCO_val2014_000000045550.png
val\COCO_val2014_000000045594.jpg	maps\val\COCO_val2014_000000045594.png
val\COCO_val2014_000000045721.jpg	maps\val\COCO_val2014_000000045721.png
val\COCO_val2014_000000045746.jpg	maps\val\COCO_val2014_000000045746.png
val\COCO_val2014_000000045775.jpg	maps\val\COCO_val2014_000000045775.png
val\COCO_val2014_000000045844.jpg	maps\val\COCO_val2014_000000045844.png
val\COCO_val2014_000000046031.jpg	maps\val\COCO_val2014_000000046031.png
val\COCO_val2014_000000046048.jpg	maps\val\COCO_val2014_000000046048.png
val\COCO_val2014_000000046101.jpg	maps\val\COCO_val2014_000000046101.png
val\COCO_val2014_000000046252.jpg	maps\val\COCO_val2014_000000046252.png
val\COCO_val2014_000000046775.jpg	maps\val\COCO_val2014_000000046775.png
val\COCO_val2014_000000047112.jpg	maps\val\COCO_val2014_000000047112.png
val\COCO_val2014_000000047121.jpg	maps\val\COCO_val2014_000000047121.png
val\COCO_val2014_000000047225.jpg	maps\val\COCO_val2014_000000047225.png
val\COCO_val2014_000000047263.jpg	maps\val\COCO_val2014_000000047263.png
val\COCO_val2014_000000047361.jpg	maps\val\COCO_val2014_000000047361.png
val\COCO_val2014_000000047511.jpg	maps\val\COCO_val2014_000000047511.png
val\COCO_val2014_000000047603.jpg	maps\val\COCO_val2014_000000047603.png
val\COCO_val2014_000000047775.jpg	maps\val\COCO_val2014_000000047775.png
val\COCO_val2014_000000047916.jpg	maps\val\COCO_val2014_000000047916.png
val\COCO_val2014_000000048281.jpg	maps\val\COCO_val2014_000000048281.png
val\COCO_val2014_000000048475.jpg	maps\val\COCO_val2014_000000048475.png
val\COCO_val2014_000000048684.jpg	maps\val\COCO_val2014_000000048684.png
val\COCO_val2014_000000048905.jpg	maps\val\COCO_val2014_000000048905.png
val\COCO_val2014_000000049165.jpg	maps\val\COCO_val2014_000000049165.png
val\COCO_val2014_000000049194.jpg	maps\val\COCO_val2014_000000049194.png
val\COCO_val2014_000000049731.jpg	maps\val\COCO_val2014_000000049731.png
val\COCO_val2014_000000049985.jpg	maps\val\COCO_val2014_000000049985.png
val\COCO_val2014_000000050006.jpg	maps\val\COCO_val2014_000000050006.png
val\COCO_val2014_000000050099.jpg	maps\val\COCO_val2014_000000050099.png
val\COCO_val2014_000000050148.jpg	maps\val\COCO_val2014_000000050148.png
val\COCO_val2014_000000050350.jpg	maps\val\COCO_val2014_000000050350.png
val\COCO_val2014_000000050354.jpg	maps\val\COCO_val2014_000000050354.png
val\COCO_val2014_000000050411.jpg	maps\val\COCO_val2014_000000050411.png
val\COCO_val2014_000000050422.jpg	maps\val\COCO_val2014_000000050422.png
val\COCO_val2014_000000050485.jpg	maps\val\COCO_val2014_000000050485.png
val\COCO_val2014_000000050514.jpg	maps\val\COCO_val2014_000000050514.png
val\COCO_val2014_000000050561.jpg	maps\val\COCO_val2014_000000050561.png
val\COCO_val2014_000000050627.jpg	maps\val\COCO_val2014_000000050627.png
val\COCO_val2014_000000050752.jpg	maps\val\COCO_val2014_000000050752.png
val\COCO_val2014_000000050828.jpg	maps\val\COCO_val2014_000000050828.png
val\COCO_val2014_000000050942.jpg	maps\val\COCO_val2014_000000050942.png
val\COCO_val2014_000000051025.jpg	maps\val\COCO_val2014_000000051025.png
val\COCO_val2014_000000051028.jpg	maps\val\COCO_val2014_000000051028.png
val\COCO_val2014_000000051143.jpg	maps\val\COCO_val2014_000000051143.png
val\COCO_val2014_000000051167.jpg	maps\val\COCO_val2014_000000051167.png
val\COCO_val2014_000000051203.jpg	maps\val\COCO_val2014_000000051203.png
val\COCO_val2014_000000051376.jpg	maps\val\COCO_val2014_000000051376.png
val\COCO_val2014_000000051500.jpg	maps\val\COCO_val2014_000000051500.png
val\COCO_val2014_000000051628.jpg	maps\val\COCO_val2014_000000051628.png
val\COCO_val2014_000000051702.jpg	maps\val\COCO_val2014_000000051702.png
val\COCO_val2014_000000052232.jpg	maps\val\COCO_val2014_000000052232.png
val\COCO_val2014_000000052238.jpg	maps\val\COCO_val2014_000000052238.png
val\COCO_val2014_000000052282.jpg	maps\val\COCO_val2014_000000052282.png
val\COCO_val2014_000000052290.jpg	maps\val\COCO_val2014_000000052290.png
val\COCO_val2014_000000052435.jpg	maps\val\COCO_val2014_000000052435.png
val\COCO_val2014_000000052546.jpg	maps\val\COCO_val2014_000000052546.png
val\COCO_val2014_000000052644.jpg	maps\val\COCO_val2014_000000052644.png
val\COCO_val2014_000000052664.jpg	maps\val\COCO_val2014_000000052664.png
val\COCO_val2014_000000052835.jpg	maps\val\COCO_val2014_000000052835.png
val\COCO_val2014_000000052982.jpg	maps\val\COCO_val2014_000000052982.png
val\COCO_val2014_000000053263.jpg	maps\val\COCO_val2014_000000053263.png
val\COCO_val2014_000000053328.jpg	maps\val\COCO_val2014_000000053328.png
val\COCO_val2014_000000053629.jpg	maps\val\COCO_val2014_000000053629.png
val\COCO_val2014_000000053697.jpg	maps\val\COCO_val2014_000000053697.png
val\COCO_val2014_000000053802.jpg	maps\val\COCO_val2014_000000053802.png
val\COCO_val2014_000000054039.jpg	maps\val\COCO_val2014_000000054039.png
val\COCO_val2014_000000054091.jpg	maps\val\COCO_val2014_000000054091.png
val\COCO_val2014_000000054092.jpg	maps\val\COCO_val2014_000000054092.png
val\COCO_val2014_000000054252.jpg	maps\val\COCO_val2014_000000054252.png
val\COCO_val2014_000000054337.jpg	maps\val\COCO_val2014_000000054337.png
val\COCO_val2014_000000054355.jpg	maps\val\COCO_val2014_000000054355.png
val\COCO_val2014_000000054358.jpg	maps\val\COCO_val2014_000000054358.png
val\COCO_val2014_000000054517.jpg	maps\val\COCO_val2014_000000054517.png
val\COCO_val2014_000000054533.jpg	maps\val\COCO_val2014_000000054533.png
val\COCO_val2014_000000054598.jpg	maps\val\COCO_val2014_000000054598.png
val\COCO_val2014_000000054870.jpg	maps\val\COCO_val2014_000000054870.png
val\COCO_val2014_000000055017.jpg	maps\val\COCO_val2014_000000055017.png
val\COCO_val2014_000000055429.jpg	maps\val\COCO_val2014_000000055429.png
val\COCO_val2014_000000055466.jpg	maps\val\COCO_val2014_000000055466.png
val\COCO_val2014_000000055467.jpg	maps\val\COCO_val2014_000000055467.png
val\COCO_val2014_000000055528.jpg	maps\val\COCO_val2014_000000055528.png
val\COCO_val2014_000000055768.jpg	maps\val\COCO_val2014_000000055768.png
val\COCO_val2014_000000055868.jpg	maps\val\COCO_val2014_000000055868.png
val\COCO_val2014_000000056002.jpg	maps\val\COCO_val2014_000000056002.png
val\COCO_val2014_000000056070.jpg	maps\val\COCO_val2014_000000056070.png
val\COCO_val2014_000000056129.jpg	maps\val\COCO_val2014_000000056129.png
val\COCO_val2014_000000056288.jpg	maps\val\COCO_val2014_000000056288.png
val\COCO_val2014_000000056326.jpg	maps\val\COCO_val2014_000000056326.png
val\COCO_val2014_000000056344.jpg	maps\val\COCO_val2014_000000056344.png
val\COCO_val2014_000000056430.jpg	maps\val\COCO_val2014_000000056430.png
val\COCO_val2014_000000056433.jpg	maps\val\COCO_val2014_000000056433.png
val\COCO_val2014_000000056567.jpg	maps\val\COCO_val2014_000000056567.png
val\COCO_val2014_000000056724.jpg	maps\val\COCO_val2014_000000056724.png
val\COCO_val2014_000000056752.jpg	maps\val\COCO_val2014_000000056752.png
val\COCO_val2014_000000056960.jpg	maps\val\COCO_val2014_000000056960.png
val\COCO_val2014_000000057363.jpg	maps\val\COCO_val2014_000000057363.png
val\COCO_val2014_000000057508.jpg	maps\val\COCO_val2014_000000057508.png
val\COCO_val2014_000000057542.jpg	maps\val\COCO_val2014_000000057542.png
val\COCO_val2014_000000057672.jpg	maps\val\COCO_val2014_000000057672.png
val\COCO_val2014_000000057827.jpg	maps\val\COCO_val2014_000000057827.png
val\COCO_val2014_000000057878.jpg	maps\val\COCO_val2014_000000057878.png
val\COCO_val2014_000000057904.jpg	maps\val\COCO_val2014_000000057904.png
val\COCO_val2014_000000058254.jpg	maps\val\COCO_val2014_000000058254.png
val\COCO_val2014_000000058304.jpg	maps\val\COCO_val2014_000000058304.png
val\COCO_val2014_000000058344.jpg	maps\val\COCO_val2014_000000058344.png
val\COCO_val2014_000000058350.jpg	maps\val\COCO_val2014_000000058350.png
val\COCO_val2014_000000058569.jpg	maps\val\COCO_val2014_000000058569.png
val\COCO_val2014_000000058690.jpg	maps\val\COCO_val2014_000000058690.png
val\COCO_val2014_000000058886.jpg	maps\val\COCO_val2014_000000058886.png
val\COCO_val2014_000000058937.jpg	maps\val\COCO_val2014_000000058937.png
val\COCO_val2014_000000059000.jpg	maps\val\COCO_val2014_000000059000.png
val\COCO_val2014_000000059015.jpg	maps\val\COCO_val2014_000000059015.png
val\COCO_val2014_000000059201.jpg	maps\val\COCO_val2014_000000059201.png
val\COCO_val2014_000000059328.jpg	maps\val\COCO_val2014_000000059328.png
val\COCO_val2014_000000059383.jpg	maps\val\COCO_val2014_000000059383.png
val\COCO_val2014_000000059455.jpg	maps\val\COCO_val2014_000000059455.png
val\COCO_val2014_000000059598.jpg	maps\val\COCO_val2014_000000059598.png
val\COCO_val2014_000000059666.jpg	maps\val\COCO_val2014_000000059666.png
val\COCO_val2014_000000059710.jpg	maps\val\COCO_val2014_000000059710.png
val\COCO_val2014_000000059744.jpg	maps\val\COCO_val2014_000000059744.png
val\COCO_val2014_000000059774.jpg	maps\val\COCO_val2014_000000059774.png
val\COCO_val2014_000000060125.jpg	maps\val\COCO_val2014_000000060125.png
val\COCO_val2014_000000060128.jpg	maps\val\COCO_val2014_000000060128.png
val\COCO_val2014_000000060448.jpg	maps\val\COCO_val2014_000000060448.png
val\COCO_val2014_000000060641.jpg	maps\val\COCO_val2014_000000060641.png
val\COCO_val2014_000000060823.jpg	maps\val\COCO_val2014_000000060823.png
val\COCO_val2014_000000060835.jpg	maps\val\COCO_val2014_000000060835.png
val\COCO_val2014_000000061108.jpg	maps\val\COCO_val2014_000000061108.png
val\COCO_val2014_000000061171.jpg	maps\val\COCO_val2014_000000061171.png
val\COCO_val2014_000000061315.jpg	maps\val\COCO_val2014_000000061315.png
val\COCO_val2014_000000061471.jpg	maps\val\COCO_val2014_000000061471.png
val\COCO_val2014_000000061507.jpg	maps\val\COCO_val2014_000000061507.png
val\COCO_val2014_000000061520.jpg	maps\val\COCO_val2014_000000061520.png
val\COCO_val2014_000000061647.jpg	maps\val\COCO_val2014_000000061647.png
val\COCO_val2014_000000061693.jpg	maps\val\COCO_val2014_000000061693.png
val\COCO_val2014_000000061735.jpg	maps\val\COCO_val2014_000000061735.png
val\COCO_val2014_000000061899.jpg	maps\val\COCO_val2014_000000061899.png
val\COCO_val2014_000000062023.jpg	maps\val\COCO_val2014_000000062023.png
val\COCO_val2014_000000062251.jpg	maps\val\COCO_val2014_000000062251.png
val\COCO_val2014_000000062491.jpg	maps\val\COCO_val2014_000000062491.png
val\COCO_val2014_000000062510.jpg	maps\val\COCO_val2014_000000062510.png
val\COCO_val2014_000000062703.jpg	maps\val\COCO_val2014_000000062703.png
val\COCO_val2014_000000063328.jpg	maps\val\COCO_val2014_000000063328.png
val\COCO_val2014_000000063525.jpg	maps\val\COCO_val2014_000000063525.png
val\COCO_val2014_000000063740.jpg	maps\val\COCO_val2014_000000063740.png
val\COCO_val2014_000000063939.jpg	maps\val\COCO_val2014_000000063939.png
val\COCO_val2014_000000064015.jpg	maps\val\COCO_val2014_000000064015.png
val\COCO_val2014_000000064121.jpg	maps\val\COCO_val2014_000000064121.png
val\COCO_val2014_000000064196.jpg	maps\val\COCO_val2014_000000064196.png
val\COCO_val2014_000000064510.jpg	maps\val\COCO_val2014_000000064510.png
val\COCO_val2014_000000064621.jpg	maps\val\COCO_val2014_000000064621.png
val\COCO_val2014_000000064703.jpg	maps\val\COCO_val2014_000000064703.png
val\COCO_val2014_000000064909.jpg	maps\val\COCO_val2014_000000064909.png
val\COCO_val2014_000000065001.jpg	maps\val\COCO_val2014_000000065001.png
val\COCO_val2014_000000065008.jpg	maps\val\COCO_val2014_000000065008.png
val\COCO_val2014_000000065258.jpg	maps\val\COCO_val2014_000000065258.png
val\COCO_val2014_000000065358.jpg	maps\val\COCO_val2014_000000065358.png
val\COCO_val2014_000000065567.jpg	maps\val\COCO_val2014_000000065567.png
val\COCO_val2014_000000065604.jpg	maps\val\COCO_val2014_000000065604.png
val\COCO_val2014_000000065798.jpg	maps\val\COCO_val2014_000000065798.png
val\COCO_val2014_000000065948.jpg	maps\val\COCO_val2014_000000065948.png
val\COCO_val2014_000000066001.jpg	maps\val\COCO_val2014_000000066001.png
val\COCO_val2014_000000066038.jpg	maps\val\COCO_val2014_000000066038.png
val\COCO_val2014_000000066072.jpg	maps\val\COCO_val2014_000000066072.png
val\COCO_val2014_000000066239.jpg	maps\val\COCO_val2014_000000066239.png
val\COCO_val2014_000000066397.jpg	maps\val\COCO_val2014_000000066397.png
val\COCO_val2014_000000066468.jpg	maps\val\COCO_val2014_000000066468.png
val\COCO_val2014_000000066568.jpg	maps\val\COCO_val2014_000000066568.png
val\COCO_val2014_000000066632.jpg	maps\val\COCO_val2014_000000066632.png
val\COCO_val2014_000000066635.jpg	maps\val\COCO_val2014_000000066635.png
val\COCO_val2014_000000066675.jpg	maps\val\COCO_val2014_000000066675.png
val\COCO_val2014_000000066685.jpg	maps\val\COCO_val2014_000000066685.png
val\COCO_val2014_000000066717.jpg	maps\val\COCO_val2014_000000066717.png
val\COCO_val2014_000000066769.jpg	maps\val\COCO_val2014_000000066769.png
val\COCO_val2014_000000066771.jpg	maps\val\COCO_val2014_000000066771.png
val\COCO_val2014_000000066827.jpg	maps\val\COCO_val2014_000000066827.png
val\COCO_val2014_000000067018.jpg	maps\val\COCO_val2014_000000067018.png
val\COCO_val2014_000000067065.jpg	maps\val\COCO_val2014_000000067065.png
val\COCO_val2014_000000067106.jpg	maps\val\COCO_val2014_000000067106.png
val\COCO_val2014_000000067122.jpg	maps\val\COCO_val2014_000000067122.png
val\COCO_val2014_000000067207.jpg	maps\val\COCO_val2014_000000067207.png
val\COCO_val2014_000000067255.jpg	maps\val\COCO_val2014_000000067255.png
val\COCO_val2014_000000067412.jpg	maps\val\COCO_val2014_000000067412.png
val\COCO_val2014_000000067616.jpg	maps\val\COCO_val2014_000000067616.png
val\COCO_val2014_000000067757.jpg	maps\val\COCO_val2014_000000067757.png
val\COCO_val2014_000000067788.jpg	maps\val\COCO_val2014_000000067788.png
val\COCO_val2014_000000067833.jpg	maps\val\COCO_val2014_000000067833.png
val\COCO_val2014_000000067956.jpg	maps\val\COCO_val2014_000000067956.png
val\COCO_val2014_000000067975.jpg	maps\val\COCO_val2014_000000067975.png
val\COCO_val2014_000000068005.jpg	maps\val\COCO_val2014_000000068005.png
val\COCO_val2014_000000068059.jpg	maps\val\COCO_val2014_000000068059.png
val\COCO_val2014_000000068093.jpg	maps\val\COCO_val2014_000000068093.png
val\COCO_val2014_000000068114.jpg	maps\val\COCO_val2014_000000068114.png
val\COCO_val2014_000000068128.jpg	maps\val\COCO_val2014_000000068128.png
val\COCO_val2014_000000068300.jpg	maps\val\COCO_val2014_000000068300.png
val\COCO_val2014_000000068387.jpg	maps\val\COCO_val2014_000000068387.png
val\COCO_val2014_000000068418.jpg	maps\val\COCO_val2014_000000068418.png
val\COCO_val2014_000000068435.jpg	maps\val\COCO_val2014_000000068435.png
